snr_db,mse,mean_corr,mean_magnitude
-5,0.4151846112783724,14.913959979068608,4.84823120734159
0,0.1787598061681779,16.70085451624357,5.25260027865294
5,0.05315262397167728,17.74145279343071,5.425470113275172
10,0.023183563649016747,17.84174473895408,4.730694386100676
15,0.015015149343865376,16.403137710269593,5.00287631408569
20,0.011937286401459326,17.93689443793831,5.0513039341718295
30,0.010034204504627853,18.051147269601287,4.9707007707424165
